id,recorded_at,security,total_bid,total_ask,diff_percent,ppl_dominance,total_bid_splits,total_ask_splits,top_bid_qty,top_bid_price,current_bid_price
185,"2026-01-05 12:10:24",LGL.X0000,115736,350379,-202.7400,-43.2800,19,48,30200,62.000000,63.100000
186,"2026-01-05 12:10:24",LPL.N0000,113943,346512,-204.1100,11.4800,34,27,28700,13.600000,14.400000
187,"2026-01-05 12:10:24",BALA.N0000,10128,30898,-205.0800,23.5300,21,13,1071,70.000000,70.300000
188,"2026-01-05 12:10:24",CHMX.N0000,7438,22754,-205.9200,17.0700,24,17,3000,161.000000,167.000000
189,"2026-01-05 12:10:24",CARE.N0000,28348,86918,-206.6100,3.2300,16,15,15000,54.000000,57.000000
190,"2026-01-05 12:10:24",AMF.N0000,51734,163364,-215.7800,2.3300,22,21,5842,69.500000,70.000000
191,"2026-01-05 12:10:24",SIRA.N0000,1307704,4161679,-218.2400,-15.9700,100,138,286399,36.100000,37.000000
192,"2026-01-05 12:10:24",AGPL.N0000,156232,497830,-218.6500,-16.8500,37,52,15155,20.000000,20.800000
193,"2026-01-05 12:10:24",HNBF.X0000,343626,1097009,-219.2500,3.0900,50,47,139104,7.200000,7.900000
194,"2026-01-05 12:10:24",VONE.N0000,54512,174467,-220.0500,23.0800,48,30,7733,100.000000,100.250000
195,"2026-01-05 12:10:24",HAPU.N0000,3022,9707,-221.2100,9.6800,17,14,601,53.000000,53.500000
196,"2026-01-05 12:10:24",HAYC.N0000,73769,240076,-225.4400,0.0000,38,38,20421,112.000000,112.250000
197,"2026-01-05 12:10:24",BERU.N0000,1444131,4762833,-229.8100,-41.3500,61,147,1032105,3.500000,3.800000
198,"2026-01-05 12:10:24",TKYO.N0000,38662,128496,-232.3600,19.6100,61,41,15078,114.000000,114.000000
199,"2026-01-05 12:10:24",VFIN.N0000,72207,241585,-234.5700,7.6900,21,18,3045,104.000000,104.000000
200,"2026-01-05 12:10:24",RHTL.N0000,38829,132166,-240.3800,-2.7000,18,19,20000,26.500000,28.600000
201,"2026-01-05 12:10:24",CALF.N0000,2318,7923,-241.8000,-23.5300,13,21,1070,93.600000,93.700000
202,"2026-01-05 12:10:24",CITH.N0000,3183694,11029295,-246.4300,-25.8200,125,212,803270,3.700000,4.100000
203,"2026-01-05 12:10:24",RHL.N0000,37160,131123,-252.8600,-30.2300,15,28,10000,47.200000,48.000000
204,"2026-01-05 12:10:24",HUNT.N0000,329,1169,-255.3200,11.1100,15,12,100,1100.000000,1246.500000
205,"2026-01-05 12:10:24",AHUN.N0000,39126,139170,-255.7000,-12.7300,24,31,10000,116.250000,116.500000
206,"2026-01-05 12:10:24",PINS.N0000,25853,92569,-258.0600,-11.1100,16,20,5683,32.500000,32.500000
207,"2026-01-05 12:10:24",PAP.N0000,271437,973802,-258.7600,-44.7600,29,76,16510,25.100000,26.100000
208,"2026-01-05 12:10:24",WAPO.N0000,32713,118877,-263.3900,-19.3500,25,37,7750,99.500000,100.500000
209,"2026-01-05 12:10:24",KFP.N0000,894,3252,-263.7600,-4.3500,11,12,100,162.000000,169.000000
210,"2026-01-05 12:10:24",DIAL.N0000,159405,615353,-286.0300,30.8200,104,55,37407,29.800000,29.900000
211,"2026-01-05 12:10:24",LALU.N0000,78194,309552,-295.8800,-42.2200,13,32,12000,50.000000,50.200000
212,"2026-01-05 12:10:24",CSD.N0000,48367,191717,-296.3800,28.5700,36,20,10005,29.700000,30.900000
213,"2026-01-05 12:10:24",SHOT.X0000,49677,198834,-300.2500,-6.6700,21,24,9050,14.100000,14.300000
214,"2026-01-05 12:10:24",AGST.N0000,501795,2010781,-300.7200,-12.6600,69,89,216199,8.500000,9.000000
